Name,Address,DataType,RefreshRate,AccessPermission,Gain,Offset,Description
Open_Door2,M1000,Bool,100,ReadAndWrite,1,0,
Close_Door2,M1000,Bool,100,ReadAndWrite,1,0,
Open_Door3,M1020.3,Bool,100,ReadAndWrite,1,0,
Close_Door3,M1020.4,Bool,100,ReadAndWrite,1,0,
Open_Door4,M1020.5,Bool,100,ReadAndWrite,1,0,
Close_Door4,M1020.6,Bool,100,ReadAndWrite,1,0,
Open_Door5,M1000,Bool,100,ReadAndWrite,1,0,
Close_Door5,M1000,Bool,100,ReadAndWrite,1,0,
Open_Door6,M1000,Bool,100,ReadAndWrite,1,0,
Close_Door6,M1000,Bool,100,ReadAndWrite,1,0,
Open_Doorlock1,M1000,Bool,100,ReadAndWrite,1,0,
Close_Doorlock1,M1000,Bool,100,ReadAndWrite,1,0,
Open_Doorlock2,M1000,Bool,100,ReadAndWrite,1,0,
Close_Doorlock2,M1000,Bool,100,ReadAndWrite,1,0,
Open_Doorlock3,M1020.7,Bool,100,ReadAndWrite,1,0,
Close_Doorlock3,M1021.0,Bool,100,ReadAndWrite,1,0,
Open_Doorlock4,M1021.1,Bool,100,ReadAndWrite,1,0,
Close_Doorlock4,M1021.2,Bool,100,ReadAndWrite,1,0,
Open_Doorlock5,M1000,Bool,100,ReadAndWrite,1,0,
Close_Doorlock5,M1000,Bool,100,ReadAndWrite,1,0,
Close_Doorlock6,M1000,Bool,100,ReadAndWrite,1,0,
Open_Doorlock6,M1000,Bool,100,ReadAndWrite,1,0,
S1_Stop_Remote,M1021.3,Bool,100,ReadAndWrite,1,0,
S2_Stop_Remote,M1000,Bool,100,ReadAndWrite,1,0,
S3_Stop_Remote,M100,Bool,100,ReadAndWrite,1,0,
Setting_Door1_Aperture,MW1000,Int,100,ReadAndWrite,1,0,
Setting_Door2_Aperture,MW1000,Int,100,ReadAndWrite,1,0,
Setting_Door3_Aperture,MW1022,Int,100,ReadAndWrite,1,0,
Setting_Door4_Aperture,MW1024,Int,100,ReadAndWrite,1,0,
Setting_Door5_Aperture,MW1000,Int,100,ReadAndWrite,1,0,
Setting_Door6_Aperture,MW1000,Int,100,ReadAndWrite,1,0,
Fllow_Door1,MW1020,Int,100,ReadAndWrite,1,0,
Fllow_Door2,MW1020,Int,100,ReadAndWrite,1,0,
Fllow_Door3,MW1026,Int,100,ReadAndWrite,1,0,
Fllow_Door5,MW1020,Int,100,ReadAndWrite,1,0,
Fllow_Door6,MW1020,Int,100,ReadAndWrite,1,0,
Total_Fllow,MW1030,Int,100,ReadAndWrite,1,0,
Fllow_Ho,MW1000,Int,100,ReadAndWrite,1,0,
Fllow_DauTieng,MW1000,Int,100,ReadAndWrite,1,0,
Fllow_BenSuc,MW1000,Int,100,ReadAndWrite,1,0,
Fllow_SonDai,MW1000,Int,100,ReadAndWrite,1,0,
